INCIDENT_KEY,OCCUR_DATE,OCCUR_TIME,BORO,LOC_OF_OCCUR_DESC,PRECINCT,JURISDICTION_CODE,LOC_CLASSFCTN_DESC,LOCATION_DESC,STATISTICAL_MURDER_FLAG,PERP_AGE_GROUP,PERP_SEX,PERP_RACE,VIC_AGE_GROUP,VIC_SEX,VIC_RACE,X_COORD_CD,Y_COORD_CD,Latitude,Longitude,New Georeferenced Column
310966077,08/10/2025,00:52:00,BRONX,OUTSIDE,48,0,STREET,(null),N,<18,M,WHITE HISPANIC,18-24,F,BLACK,1015965,246113,40.842152,-73.885375,POINT (-73.885375 40.842152)
311757222,08/23/2025,19:27:00,BRONX,OUTSIDE,47,0,PLAYGROUND,(null),Y,<18,M,BLACK,<18,F,BLACK,1028261,257789,40.87413587,-73.84086067,POINT (-73.84086067 40.87413587)
305054141,04/20/2025,13:50:00,BRONX,OUTSIDE,40,2,HOUSING,MULTI DWELL - PUBLIC HOUS,Y,18-24,M,WHITE HISPANIC,25-44,M,BLACK,1005945,235372,40.812701,-73.921625,POINT (-73.921625 40.812701)
310352507,07/28/2025,05:58:00,BRONX,OUTSIDE,45,0,STREET,MULTI DWELL - APT BUILD,Y,18-24,M,BLACK,18-24,M,BLACK HISPANIC,1028867,236931,40.816894,-73.838807,POINT (-73.838807 40.816894)
309415108,07/10/2025,20:54:00,MANHATTAN,OUTSIDE,25,0,STREET,(null),N,(null),(null),(null),25-44,M,WHITE HISPANIC,1001949,231211,40.801288,-73.936073,POINT (-73.936073 40.801288)
305304921,04/24/2025,22:04:00,BROOKLYN,OUTSIDE,73,0,STREET,(null),N,(null),(null),(null),18-24,M,BLACK,1008932,186721,40.679158,-73.911012,POINT (-73.911012 40.679158)
306101739,05/08/2025,20:42:00,MANHATTAN,OUTSIDE,24,0,STREET,(null),N,18-24,M,BLACK,45-64,F,WHITE,995516,230389,40.799044,-73.959308,POINT (-73.959308 40.799044)
300827432,02/08/2025,01:58:00,BRONX,OUTSIDE,49,0,DWELLING,MULTI DWELL - APT BUILD,Y,45-64,M,BLACK,45-64,M,BLACK,1023484,247656,40.846355,-73.858191,POINT (-73.858191 40.846355)
309175595,07/06/2025,15:30:00,BRONX,OUTSIDE,42,0,STREET,(null),Y,18-24,M,BLACK,18-24,M,WHITE HISPANIC,1012293,245330,40.840013,-73.898651,POINT (-73.898651 40.840013)
310276531,07/27/2025,01:05:00,BROOKLYN,OUTSIDE,69,0,STREET,(null),N,<18,M,BLACK,45-64,M,BLACK,1014066,175710,40.64890978,-73.89255234,POINT (-73.89255234 40.64890978)
308510108,06/23/2025,01:57:00,BRONX,OUTSIDE,42,0,STREET,(null),N,25-44,M,BLACK,18-24,M,BLACK HISPANIC,1010208,240349,40.826351,-73.906207,POINT (-73.906207 40.826351)
305513706,04/29/2025,00:27:00,BROOKLYN,OUTSIDE,67,0,STREET,(null),Y,(null),(null),(null),<18,M,BLACK,1000242,171647,40.637804,-73.942377,POINT (-73.942377 40.637804)
313097430,09/17/2025,23:20:00,BRONX,OUTSIDE,44,0,STREET,(null),N,25-44,M,BLACK,25-44,M,BLACK,1008221,243318,40.834504,-73.913373,POINT (-73.913373 40.834504)
298756517,01/01/2025,05:15:00,BRONX,OUTSIDE,44,0,STREET,(null),Y,45-64,M,BLACK,18-24,M,BLACK,1009255,244278,40.83712653,-73.90963478,POINT (-73.90963478 40.83712653)
311756929,08/23/2025,17:26:00,BRONX,OUTSIDE,47,0,STREET,(null),N,25-44,M,BLACK,18-24,M,BLACK,1021316,259277,40.878261,-73.865964,POINT (-73.865964 40.878261)
309605579,07/14/2025,14:30:00,MANHATTAN,OUTSIDE,32,2,HOUSING,MULTI DWELL - PUBLIC HOUS,N,25-44,M,BLACK,25-44,M,BLACK,1000000,238478,40.821238,-73.943094,POINT (-73.943094 40.821238)
311407432,08/18/2025,23:26:00,QUEENS,OUTSIDE,101,0,DWELLING,MULTI DWELL - APT BUILD,N,(null),(null),(null),25-44,M,BLACK,1042942,154220,40.589791,-73.788678,POINT (-73.788678 40.589791)
301320655,02/18/2025,08:18:00,MANHATTAN,INSIDE,7,2,HOUSING,MULTI DWELL - PUBLIC HOUS,N,25-44,M,WHITE HISPANIC,45-64,M,BLACK,989138,199179,40.713385,-73.982369,POINT (-73.982369 40.713385)
301565780,02/23/2025,19:50:00,BRONX,OUTSIDE,49,0,STREET,(null),N,(null),(null),(null),25-44,M,BLACK,1020860,251009,40.855571,-73.86766,POINT (-73.86766 40.855571)
302818234,03/14/2025,16:24:00,MANHATTAN,OUTSIDE,32,0,STREET,(null),N,18-24,M,BLACK,<18,M,BLACK,1001420,241474,40.829459,-73.937956,POINT (-73.937956 40.829459)
307034263,05/26/2025,02:33:00,BROOKLYN,OUTSIDE,79,0,STREET,(null),Y,(null),(null),(null),18-24,M,BLACK,998728,192685,40.695549,-73.947788,POINT (-73.947788 40.695549)
313097430,09/17/2025,23:20:00,BRONX,OUTSIDE,44,0,STREET,(null),N,25-44,M,WHITE HISPANIC,25-44,M,BLACK,1008221,243318,40.834504,-73.913373,POINT (-73.913373 40.834504)
313324717,09/22/2025,21:53:00,BRONX,INSIDE,44,0,DWELLING,MULTI DWELL - APT BUILD,N,(null),(null),(null),18-24,M,BLACK,1007763,240605,40.827059,-73.91504,POINT (-73.91504 40.827059)
306616097,05/18/2025,06:04:00,BROOKLYN,OUTSIDE,88,0,STREET,(null),N,(null),(null),(null),18-24,M,BLACK,992137,191261,40.69164048,-73.97155947,POINT (-73.97155947 40.69164048)
307386905,06/01/2025,16:10:00,MANHATTAN,OUTSIDE,7,0,STREET,(null),N,(null),(null),(null),25-44,M,BLACK,988082,200814,40.717872,-73.986177,POINT (-73.986177 40.717872)
309026330,07/03/2025,01:25:00,BROOKLYN,OUTSIDE,84,2,HOUSING,MULTI DWELL - PUBLIC HOUS,N,(null),(null),(null),45-64,M,BLACK,989325,194210,40.699746,-73.981699,POINT (-73.981699 40.699746)
306651416,05/18/2025,18:45:00,BRONX,OUTSIDE,46,0,STREET,(null),N,18-24,M,BLACK,25-44,F,WHITE HISPANIC,1013673,252644,40.860085,-73.89363,POINT (-73.89363 40.860085)
301806225,02/27/2025,15:55:00,BRONX,OUTSIDE,48,0,STREET,(null),N,<18,M,BLACK,18-24,M,BLACK,1015108,246825,40.844108,-73.88847,POINT (-73.88847 40.844108)
301273671,02/18/2025,01:23:00,BROOKLYN,INSIDE,75,2,HOUSING,MULTI DWELL - PUBLIC HOUS,N,25-44,M,BLACK,25-44,M,BLACK,1015085,178381,40.656246,-73.888868,POINT (-73.888868 40.656246)
313259953,09/21/2025,04:46:00,BROOKLYN,OUTSIDE,90,0,STREET,(null),N,(null),(null),(null),25-44,M,BLACK HISPANIC,998306,196769,40.706761,-73.949302,POINT (-73.949302 40.706761)
307299375,05/30/2025,12:42:00,BRONX,OUTSIDE,42,0,STREET,(null),Y,<18,M,BLACK,18-24,M,BLACK,1013027,245098,40.839376,-73.896001,POINT (-73.896001 40.839376)
312906066,09/14/2025,20:22:00,BRONX,OUTSIDE,40,0,STREET,(null),N,<18,M,BLACK,25-44,F,BLACK HISPANIC,1007035,237474,40.818468,-73.917681,POINT (-73.917681 40.818468)
308355727,06/19/2025,16:21:00,BROOKLYN,OUTSIDE,67,0,STREET,(null),N,(null),(null),(null),25-44,M,BLACK,1001066,171287,40.63680383,-73.93941133,POINT (-73.93941133 40.63680383)
310215605,07/25/2025,00:25:00,BRONX,OUTSIDE,44,0,STREET,(null),N,(null),(null),(null),25-44,M,BLACK,1008787,243961,40.836266,-73.911328,POINT (-73.911328 40.836266)
303241624,03/19/2025,20:19:00,BRONX,OUTSIDE,43,2,HOUSING,MULTI DWELL - PUBLIC HOUS,N,(null),(null),(null),25-44,M,BLACK,1017969,243672,40.835443,-73.878147,POINT (-73.878147 40.835443)
304094455,04/02/2025,21:19:00,BROOKLYN,OUTSIDE,75,0,STREET,(null),N,18-24,M,BLACK,18-24,M,BLACK,1022810,182671,40.667992,-73.861001,POINT (-73.861001 40.667992)
312202110,09/01/2025,19:34:00,BRONX,OUTSIDE,49,0,STREET,(null),N,<18,M,BLACK,18-24,M,BLACK,1020797,254600,40.865427,-73.867866,POINT (-73.867866 40.865427)
311757222,08/23/2025,19:27:00,BRONX,OUTSIDE,47,0,PLAYGROUND,(null),Y,<18,M,BLACK,25-44,M,BLACK,1028261,257789,40.87413587,-73.84086067,POINT (-73.84086067 40.87413587)
303241625,03/19/2025,17:50:00,BROOKLYN,OUTSIDE,84,0,STREET,(null),N,(null),(null),(null),18-24,M,BLACK,987098,194573,40.7007342,-73.98972871,POINT (-73.98972871 40.7007342)
312202111,09/01/2025,21:38:00,BROOKLYN,OUTSIDE,77,0,STREET,(null),N,(null),(null),(null),<18,M,BLACK,1003742,182917,40.668731,-73.929736,POINT (-73.929736 40.668731)
303515770,03/23/2025,14:25:00,BROOKLYN,OUTSIDE,69,0,STREET,RESTAURANT/DINER,N,18-24,M,BLACK,18-24,M,BLACK,1013227,171910,40.638492,-73.895592,POINT (-73.895592 40.638492)
301377739,02/19/2025,17:48:00,BRONX,OUTSIDE,44,0,STREET,(null),N,(null),(null),(null),18-24,M,BLACK HISPANIC,1007784,240375,40.826428,-73.914965,POINT (-73.914965 40.826428)
306501157,05/15/2025,16:47:00,QUEENS,OUTSIDE,110,0,STREET,(null),N,25-44,M,WHITE HISPANIC,<18,M,WHITE HISPANIC,1025345,208789,40.739667,-73.851703,POINT (-73.851703 40.739667)
305637547,04/30/2025,22:00:00,BROOKLYN,OUTSIDE,73,0,STREET,(null),N,25-44,M,BLACK,18-24,M,BLACK,1008608,178434,40.656413,-73.912211,POINT (-73.912211 40.656413)
309026329,07/03/2025,06:30:00,BROOKLYN,OUTSIDE,67,0,STREET,(null),Y,25-44,M,BLACK,25-44,M,BLACK,1009158,176916,40.652245,-73.910234,POINT (-73.910234 40.652245)
305128574,04/22/2025,04:11:00,BROOKLYN,OUTSIDE,67,0,STREET,(null),N,(null),(null),(null),25-44,M,BLACK,997992,176370,40.65077,-73.950476,POINT (-73.950476 40.65077)
309107260,07/05/2025,00:10:00,BRONX,OUTSIDE,49,0,STREET,(null),N,25-44,M,BLACK,25-44,M,BLACK,1020439,255033,40.86660704,-73.86915907,POINT (-73.86915907 40.86660704)
308204996,06/17/2025,07:40:00,BRONX,OUTSIDE,40,0,STREET,(null),Y,25-44,M,WHITE HISPANIC,25-44,M,BLACK HISPANIC,1009226,235898,40.814137,-73.909771,POINT (-73.909771 40.814137)
308763150,06/28/2025,03:53:00,BROOKLYN,OUTSIDE,67,0,STREET,(null),N,18-24,M,BLACK,18-24,M,BLACK,1006699,179366,40.65896644,-73.91908854,POINT (-73.91908854 40.65896644)
313583874,09/28/2025,10:45:00,BROOKLYN,OUTSIDE,69,0,STREET,(null),N,25-44,M,BLACK,25-44,M,BLACK,1016255,168574,40.629325,-73.884697,POINT (-73.884697 40.629325)
310276530,07/27/2025,00:12:00,BROOKLYN,INSIDE,81,0,TRANSIT,(null),N,(null),(null),(null),18-24,M,BLACK,1008293,186453,40.678423,-73.913317,POINT (-73.913317 40.678423)
309710232,07/16/2025,00:08:00,BRONX,OUTSIDE,48,0,STREET,(null),N,<18,M,BLACK,18-24,M,BLACK,1013843,251882,40.857993,-73.893022,POINT (-73.893022 40.857993)
311327863,08/17/2025,03:27:00,BROOKLYN,OUTSIDE,71,0,COMMERCIAL,BAR/NIGHT CLUB,Y,18-24,M,BLACK,18-24,M,BLACK,995600,182496,40.66759,-73.959087,POINT (-73.959087 40.66759)
312143982,08/30/2025,15:09:00,MANHATTAN,OUTSIDE,33,2,HOUSING,MULTI DWELL - APT BUILD,N,25-44,M,BLACK,25-44,M,BLACK,1002521,247218,40.845223,-73.933961,POINT (-73.933961 40.845223)
301529588,02/22/2025,18:14:00,BRONX,OUTSIDE,47,2,HOUSING,MULTI DWELL - PUBLIC HOUS,N,(null),(null),(null),25-44,M,BLACK,1026368,262340,40.886646,-73.847675,POINT (-73.847675 40.886646)
313356141,09/23/2025,16:29:00,BROOKLYN,INSIDE,60,0,STREET,CHAIN STORE,N,(null),(null),(null),25-44,M,BLACK,988627,149378,40.576693,-73.984244,POINT (-73.984244 40.576693)
311661547,08/22/2025,19:05:00,BROOKLYN,OUTSIDE,67,0,STREET,(null),N,25-44,M,BLACK,45-64,F,BLACK,1003592,176432,40.65093,-73.930295,POINT (-73.930295 40.65093)
309112262,07/05/2025,03:00:00,BRONX,OUTSIDE,43,0,STREET,(null),N,18-24,M,BLACK,18-24,M,WHITE HISPANIC,1018826,241463,40.829377,-73.875059,POINT (-73.875059 40.829377)
313381512,09/22/2025,23:20:00,BROOKLYN,OUTSIDE,69,0,STREET,(null),N,25-44,M,BLACK,<18,M,BLACK,1013930,173020,40.641536,-73.893052,POINT (-73.893052 40.641536)
300364619,01/31/2025,22:47:00,BROOKLYN,OUTSIDE,62,0,STREET,(null),N,25-44,M,WHITE HISPANIC,25-44,M,WHITE HISPANIC,988574,161577,40.610175,-73.984427,POINT (-73.984427 40.610175)
304768635,04/15/2025,02:00:00,BROOKLYN,INSIDE,79,0,HOUSING,MULTI DWELL - PUBLIC HOUS,N,(null),(null),(null),18-24,M,BLACK,998273,193028,40.696493,-73.949429,POINT (-73.949429 40.696493)
308312285,06/18/2025,16:40:00,QUEENS,OUTSIDE,101,2,HOUSING,MULTI DWELL - PUBLIC HOUS,N,(null),(null),(null),<18,M,BLACK,1044820,156440,40.59587,-73.781896,POINT (-73.781896 40.59587)
312380154,09/04/2025,14:40:00,BROOKLYN,OUTSIDE,75,0,STREET,(null),Y,45-64,M,BLACK,18-24,M,BLACK,1019950,184443,40.67285815,-73.87130201,POINT (-73.87130201 40.67285815)
309112259,07/05/2025,01:31:00,BROOKLYN,OUTSIDE,70,0,STREET,(null),N,(null),(null),(null),25-44,M,BLACK,994575,177427,40.653675,-73.962788,POINT (-73.962788 40.653675)
298756519,01/01/2025,23:18:00,QUEENS,OUTSIDE,103,0,COMMERCIAL,BAR/NIGHT CLUB,N,(null),(null),(null),<18,M,BLACK,1036944,194475,40.700318,-73.809959,POINT (-73.809959 40.700318)
311380346,08/18/2025,01:41:00,BROOKLYN,OUTSIDE,81,0,STREET,(null),N,(null),(null),(null),25-44,M,BLACK,1002599,188627,40.684406,-73.93384,POINT (-73.93384 40.684406)
309359261,07/09/2025,23:25:00,BRONX,OUTSIDE,50,2,HOUSING,MULTI DWELL - PUBLIC HOUS,N,18-24,M,WHITE HISPANIC,25-44,M,BLACK,1010207,258108,40.875092,-73.906142,POINT (-73.906142 40.875092)
309948364,07/20/2025,15:45:00,STATEN ISLAND,OUTSIDE,120,0,STREET,(null),N,18-24,M,WHITE HISPANIC,45-64,M,ASIAN / PACIFIC ISLANDER,963050,167318,40.625911,-74.076372,POINT (-74.076372 40.625911)
308312284,06/18/2025,17:30:00,QUEENS,OUTSIDE,116,0,STREET,(null),N,25-44,M,BLACK,25-44,M,BLACK,1057108,186365,40.677916,-73.737329,POINT (-73.737329 40.677916)
312202110,09/01/2025,19:34:00,BRONX,OUTSIDE,49,0,STREET,(null),Y,<18,M,BLACK,25-44,M,BLACK,1020797,254600,40.865427,-73.867866,POINT (-73.867866 40.865427)
310357834,07/28/2025,18:28:00,MANHATTAN,INSIDE,18,0,COMMERCIAL,(null),Y,25-44,M,BLACK,25-44,M,WHITE,991647,215481,40.758128,-73.973298,POINT (-73.973298 40.758128)
309788525,07/17/2025,22:23:00,QUEENS,OUTSIDE,109,0,STREET,(null),Y,45-64,M,WHITE HISPANIC,45-64,M,WHITE HISPANIC,1026123,220764,40.772534,-73.848824,POINT (-73.848824 40.772534)
306394911,05/14/2025,05:56:00,BROOKLYN,OUTSIDE,76,0,STREET,(null),N,25-44,M,BLACK,45-64,M,WHITE,984217,184686,40.673607,-74.00012,POINT (-74.00012 40.673607)
305570207,04/29/2025,14:30:00,BRONX,INSIDE,48,0,DWELLING,MULTI DWELL - APT BUILD,Y,25-44,M,BLACK,25-44,M,BLACK,1017336,246011,40.841865,-73.880423,POINT (-73.880423 40.841865)
305637547,04/30/2025,22:00:00,BROOKLYN,OUTSIDE,73,0,STREET,(null),N,18-24,M,BLACK,18-24,M,BLACK,1008608,178434,40.656413,-73.912211,POINT (-73.912211 40.656413)
308261626,06/18/2025,01:59:00,BROOKLYN,OUTSIDE,75,0,DWELLING,PVT HOUSE,N,(null),(null),(null),18-24,M,WHITE HISPANIC,1020165,188886,40.685062,-73.870501,POINT (-73.870501 40.685062)
303241626,03/17/2025,15:31:00,MANHATTAN,OUTSIDE,23,2,HOUSING,MULTI DWELL - PUBLIC HOUS,N,45-64,M,WHITE HISPANIC,18-24,M,BLACK,999998,226211,40.787568,-73.943131,POINT (-73.943131 40.787568)
313226417,09/20/2025,00:30:00,BRONX,OUTSIDE,41,0,STREET,(null),Y,(null),(null),(null),45-64,M,BLACK HISPANIC,1012227,238943,40.822485,-73.898917,POINT (-73.898917 40.822485)
306613733,05/18/2025,03:54:00,QUEENS,OUTSIDE,110,0,STREET,(null),N,25-44,M,BLACK,18-24,M,BLACK,1016250,208615,40.739229,-73.884526,POINT (-73.884526 40.739229)
305163494,04/22/2025,22:27:00,MANHATTAN,OUTSIDE,28,0,STREET,(null),Y,18-24,M,BLACK,45-64,F,BLACK,997853,230889,40.800413,-73.950866,POINT (-73.950866 40.800413)
308045739,06/13/2025,19:16:00,BROOKLYN,OUTSIDE,75,2,HOUSING,MULTI DWELL - PUBLIC HOUS,N,25-44,M,BLACK,25-44,M,ASIAN / PACIFIC ISLANDER,1020186,182547,40.667662,-73.87046,POINT (-73.87046 40.667662)
302446875,03/11/2025,14:15:00,BROOKLYN,OUTSIDE,90,0,COMMERCIAL,STORE UNCLASSIFIED,Y,18-24,M,BLACK HISPANIC,18-24,M,WHITE HISPANIC,998274,197039,40.707502,-73.949418,POINT (-73.949418 40.707502)
308455132,06/21/2025,19:17:00,BROOKLYN,OUTSIDE,83,0,STREET,(null),N,<18,M,BLACK,<18,M,BLACK,1009575,187723,40.681907,-73.90869,POINT (-73.90869 40.681907)
311045536,08/11/2025,16:40:00,BRONX,OUTSIDE,47,2,HOUSING,MULTI DWELL - PUBLIC HOUS,N,(null),(null),(null),<18,M,BLACK HISPANIC,1026480,262584,0,0,POINT (0 0)
303898920,03/30/2025,22:50:00,BROOKLYN,INSIDE,75,0,DWELLING,MULTI DWELL - APT BUILD,N,(null),(null),(null),45-64,M,BLACK,1014285,185709,40.676364,-73.891718,POINT (-73.891718 40.676364)
306298652,05/12/2025,17:00:00,BRONX,OUTSIDE,42,0,STREET,(null),Y,<18,M,BLACK,<18,F,BLACK,1011823,240885,40.827815,-73.900368,POINT (-73.900368 40.827815)
311007795,08/11/2025,06:00:00,BROOKLYN,OUTSIDE,70,0,COMMERCIAL,BAR/NIGHT CLUB,N,25-44,M,WHITE HISPANIC,25-44,M,BLACK HISPANIC,990743,169171,40.63102,-73.976609,POINT (-73.976609 40.63102)
312000019,08/27/2025,12:25:00,MANHATTAN,OUTSIDE,23,0,STREET,(null),Y,18-24,M,BLACK,65+,F,BLACK,998746,229343,40.79615766,-73.94764535,POINT (-73.94764535 40.79615766)
305404408,04/27/2025,03:40:00,MANHATTAN,OUTSIDE,30,0,STREET,(null),N,25-44,M,BLACK,25-44,M,BLACK,997764,240013,40.825456,-73.951169,POINT (-73.951169 40.825456)
306214613,05/10/2025,20:33:00,BRONX,OUTSIDE,40,0,STREET,GROCERY/BODEGA,Y,<18,M,WHITE HISPANIC,25-44,M,BLACK,1005529,233942,40.808777,-73.923131,POINT (-73.923131 40.808777)
299633735,01/17/2025,10:30:00,QUEENS,OUTSIDE,113,0,DWELLING,PVT HOUSE,N,45-64,M,BLACK,25-44,M,BLACK,1048550,187251,40.680413,-73.768172,POINT (-73.768172 40.680413)
305963806,05/06/2025,21:25:00,BROOKLYN,OUTSIDE,71,0,COMMERCIAL,SMALL MERCHANT,N,(null),(null),(null),18-24,M,BLACK,1003564,181625,40.665184,-73.930383,POINT (-73.930383 40.665184)
311324885,08/17/2025,02:30:00,BRONX,OUTSIDE,43,0,STREET,HOSPITAL,N,25-44,M,BLACK,25-44,M,BLACK,1006687,239755,40.824727,-73.91893,POINT (-73.91893 40.824727)
309560882,07/13/2025,21:35:00,BROOKLYN,OUTSIDE,77,0,HOUSING,MULTI DWELL - PUBLIC HOUS,N,(null),(null),(null),25-44,M,BLACK,1004594,185427,40.675616,-73.926657,POINT (-73.926657 40.675616)
310143396,07/24/2025,00:38:00,BROOKLYN,OUTSIDE,75,0,STREET,(null),N,(null),(null),(null),18-24,M,BLACK,1021238,183269,40.669641,-73.866665,POINT (-73.866665 40.669641)
310966077,08/10/2025,00:52:00,BRONX,OUTSIDE,48,0,STREET,(null),N,<18,M,WHITE HISPANIC,25-44,F,WHITE HISPANIC,1015965,246113,40.842152,-73.885375,POINT (-73.885375 40.842152)
305252462,04/23/2025,16:54:00,BRONX,OUTSIDE,50,0,STREET,(null),Y,18-24,M,BLACK,25-44,M,WHITE,1011704,255784,40.868709,-73.900738,POINT (-73.900738 40.868709)
304923535,04/17/2025,17:03:00,MANHATTAN,OUTSIDE,26,2,HOUSING,MULTI DWELL - PUBLIC HOUS,Y,<18,M,BLACK HISPANIC,25-44,M,WHITE HISPANIC,996071,236561,40.815983,-73.957292,POINT (-73.957292 40.815983)
310276533,07/26/2025,20:48:00,BRONX,OUTSIDE,44,0,STREET,(null),N,18-24,M,BLACK,18-24,M,BLACK,1004341,243150,40.834052,-73.927396,POINT (-73.927396 40.834052)
298949942,01/03/2025,17:30:00,BRONX,OUTSIDE,44,0,STREET,(null),N,25-44,M,BLACK HISPANIC,<18,M,WHITE HISPANIC,1007076,246675,40.843722,-73.917502,POINT (-73.917502 40.843722)
311196839,08/10/2025,19:40:00,QUEENS,OUTSIDE,106,0,STREET,(null),N,(null),(null),(null),25-44,M,BLACK,1023505,185275,40.675136,-73.858483,POINT (-73.858483 40.675136)
312259912,09/02/2025,22:35:00,BRONX,OUTSIDE,44,0,STREET,(null),N,(null),(null),(null),25-44,M,WHITE HISPANIC,1008046,245610,40.840796,-73.914,POINT (-73.914 40.840796)
308717968,06/26/2025,22:40:00,BROOKLYN,OUTSIDE,69,0,STREET,(null),Y,18-24,M,BLACK,25-44,M,BLACK,1012575,171356,40.636975,-73.897943,POINT (-73.897943 40.636975)
311756931,08/23/2025,19:06:00,BRONX,OUTSIDE,40,0,STREET,(null),N,(null),(null),(null),25-44,M,BLACK,1007037,235668,40.813511,-73.917679,POINT (-73.917679 40.813511)
300197279,01/28/2025,15:30:00,BROOKLYN,INSIDE,67,0,DWELLING,MULTI DWELL - APT BUILD,Y,(null),(null),(null),<18,M,BLACK,1004499,180655,40.662519,-73.927012,POINT (-73.927012 40.662519)
310566279,08/01/2025,17:34:00,BROOKLYN,OUTSIDE,84,0,STREET,(null),Y,25-44,M,BLACK,25-44,M,BLACK,987765,191334,40.691854,-73.987325,POINT (-73.987325 40.691854)
311328373,08/17/2025,07:17:00,BRONX,INSIDE,44,0,DWELLING,MULTI DWELL - APT BUILD,N,18-24,M,BLACK HISPANIC,18-24,F,WHITE HISPANIC,1007076,246675,40.843722,-73.917502,POINT (-73.917502 40.843722)
309729176,07/16/2025,23:30:00,BROOKLYN,OUTSIDE,75,0,STREET,(null),N,18-24,M,BLACK,18-24,M,BLACK,1016417,175764,40.649059,-73.88408,POINT (-73.88408 40.649059)
310707257,08/05/2025,00:50:00,MANHATTAN,OUTSIDE,7,0,HOUSING,MULTI DWELL - PUBLIC HOUS,N,(null),(null),(null),25-44,M,BLACK,989577,198999,40.71289,-73.980784,POINT (-73.980784 40.71289)
305930898,05/06/2025,14:56:00,BRONX,INSIDE,48,0,COMMERCIAL,GROCERY/BODEGA,N,(null),(null),(null),25-44,M,BLACK,1016874,245380,40.840135,-73.882097,POINT (-73.882097 40.840135)
301250437,02/17/2025,19:42:00,BRONX,OUTSIDE,42,2,HOUSING,MULTI DWELL - PUBLIC HOUS,N,(null),(null),(null),25-44,M,BLACK HISPANIC,1015121,242643,40.832631,-73.888444,POINT (-73.888444 40.832631)
312764904,09/11/2025,23:53:00,BROOKLYN,OUTSIDE,79,2,HOUSING,MULTI DWELL - PUBLIC HOUS,Y,(null),(null),(null),18-24,F,BLACK,999134,190013,40.688215,-73.946331,POINT (-73.946331 40.688215)
303478971,03/22/2025,22:55:00,STATEN ISLAND,OUTSIDE,121,0,STREET,(null),N,(null),(null),(null),25-44,M,BLACK,939190,171509,40.637325,-74.162356,POINT (-74.162356 40.637325)
305034044,04/19/2025,22:19:00,BROOKLYN,OUTSIDE,67,0,COMMERCIAL,SMALL MERCHANT,N,25-44,M,BLACK,25-44,M,WHITE HISPANIC,1003890,172805,40.640973,-73.929232,POINT (-73.929232 40.640973)
309788907,07/17/2025,20:18:00,MANHATTAN,OUTSIDE,32,0,STREET,(null),N,25-44,M,BLACK,18-24,M,BLACK,999856,234503,40.81031855,-73.94362441,POINT (-73.94362441 40.81031855)
311757222,08/23/2025,19:27:00,BRONX,OUTSIDE,47,0,PLAYGROUND,(null),Y,18-24,M,WHITE HISPANIC,25-44,M,BLACK,1028261,257789,40.87413587,-73.84086067,POINT (-73.84086067 40.87413587)
298756515,01/01/2025,13:00:00,BRONX,INSIDE,52,0,DWELLING,MULTI DWELL - APT BUILD,N,45-64,M,WHITE HISPANIC,18-24,M,WHITE HISPANIC,1013194,254357,40.864789,-73.895355,POINT (-73.895355 40.864789)
313028799,09/16/2025,14:30:00,MANHATTAN,OUTSIDE,7,0,STREET,(null),N,18-24,M,WHITE HISPANIC,45-64,F,WHITE,987813,199396,40.713981,-73.987146,POINT (-73.987146 40.713981)
307892883,06/10/2025,23:35:00,BROOKLYN,OUTSIDE,88,0,HOUSING,MULTI DWELL - PUBLIC HOUS,N,25-44,M,WHITE HISPANIC,25-44,M,BLACK,990900,192208,40.694251,-73.976019,POINT (-73.976019 40.694251)
299001015,01/06/2025,14:20:00,BRONX,OUTSIDE,45,0,STREET,(null),N,(null),(null),(null),<18,M,BLACK,1031237,257081,40.872188,-73.830103,POINT (-73.830103 40.872188)
300261481,01/29/2025,13:30:00,QUEENS,OUTSIDE,114,0,HOUSING,MULTI DWELL - PUBLIC HOUS,N,25-44,M,BLACK,25-44,M,BLACK,1002916,221441,40.77447,-73.932605,POINT (-73.932605 40.77447)
300354793,01/31/2025,16:31:00,BRONX,OUTSIDE,44,0,OTHER,GROCERY/BODEGA,N,25-44,M,BLACK,45-64,M,BLACK,1005142,246042,40.841989,-73.924494,POINT (-73.924494 40.841989)
311327863,08/17/2025,03:27:00,BROOKLYN,OUTSIDE,71,0,COMMERCIAL,BAR/NIGHT CLUB,Y,18-24,M,BLACK,45-64,M,BLACK,995600,182496,40.66759,-73.959087,POINT (-73.959087 40.66759)
306610276,05/17/2025,21:57:00,BROOKLYN,OUTSIDE,75,0,STREET,(null),Y,18-24,M,WHITE HISPANIC,18-24,F,BLACK,1014679,179606,40.65961,-73.890327,POINT (-73.890327 40.65961)
307259944,05/29/2025,00:21:00,QUEENS,OUTSIDE,101,0,STREET,(null),N,25-44,M,BLACK,25-44,M,BLACK,1053092,158139,40.60046388,-73.75209442,POINT (-73.75209442 40.60046388)
310357834,07/28/2025,18:28:00,MANHATTAN,INSIDE,18,0,COMMERCIAL,(null),N,25-44,M,BLACK,25-44,M,ASIAN / PACIFIC ISLANDER,991647,215481,40.758128,-73.973298,POINT (-73.973298 40.758128)
310966079,08/10/2025,02:28:00,BROOKLYN,OUTSIDE,75,0,STREET,(null),Y,(null),(null),(null),18-24,M,WHITE HISPANIC,1019236,189214,40.685966,-73.87385,POINT (-73.87385 40.685966)
